Designator,Mid X,Mid Y,Layer,Rotation
C1,61.1,41.1,T,180
C2,61.1,39.9,T,180
C3,16.9,40.5,T,270
C4,61.1,38,T,180
C5,26.5,36.9,T,180
C6,50.3,36.8,T,0
C7,61.1,36.8,T,0
C8,50.3,32.4,T,0
C9,14.8,28.1,T,90
C10,17.5,26.5,T,270
C11,19.5,26.5,T,270
C12,21.6,26.5,T,90
C13,22.8,26.5,T,90
C14,48.9,24.7,T,0
C15,22.2,13,T,90
C16,28.8,13,T,90
C17,59.1,15.8,T,180
D1,39,2.3,T,90
D2,36.5,2.3,T,90
D3,1.3,33.8,T,90
D4,44.4,51.7,T,270
D5,46.9,51.7,T,270
D6,25.9,26.8752,T,90
D9,65,2.3,T,90
D10,62.5,2.3,T,90
D11,57.4,51.7,T,270
D12,59.9,51.7,T,270
D13,18.4,51.7,T,270
D14,20.9,51.7,T,270
D15,26.1,2.3,T,90
D16,23.5,2.3,T,90
D17,52.0978,2.3,T,90
D18,49.5,2.3,T,90
D19,31.4,51.7,T,270
D20,33.9,51.7,T,270
F1,68.8,42.8,T,0
F2,68.8,39.5,T,0
F3,68.6,28.7,T,0
F4,68.6,25.4,T,0
F5,68.6,22.1,T,0
F6,18.9,13,T,0
F7,68.6,18.8,T,0
F8,68.6,15.2,T,0
F9,68.6,11.8,T,0
J1,52.02,46.5,T,180
J2,31.4,7.5,T,0
J3,42.8,37.6,T,270
J4,76.1,29.4,T,90
J5,42.8,31.8,T,270
J6,42.8,26,T,270
J7,42.8,20.143,T,270
J8,76.1,11.744,T,90
J9,57.4,7.5,T,0
J10,65.02,46.5,T,180
J11,26.02,46.5,T,180
J12,18.4,7.5,T,0
J13,44.4,7.5,T,0
J14,39.02,46.5,T,180
MH1,3.6,50.4,T,0
MH2,10.6,50.4,T,0
MH3,74.4,50.4,T,0
MH4,81.4,50.4,T,0
MH5,3.6,3.6,T,0
MH6,81.4,3.6,T,0
R1,39,5.1,T,270
R2,36.5,5.1,T,270
R3,61.1,34.9,T,0
R4,2.7,33.3,T,90
R5,4,33.3,T,90
R6,5.2,33.3,T,270
R7,64.9,32.5,T,90
R8,12.3,31.9,T,0
R9,44.4,48.9,T,90
R10,46.9,48.9,T,90
R11,25.9,24.4,T,270
R14,21.6,24.4,T,90
R15,65,5.1,T,270
R16,61.1,26.6,T,0
R17,59.1,25.6,T,90
R18,62.5,5.1,T,270
R19,61.1,24.5,T,180
R20,61.1,23,T,180
R21,59.1,21.9,T,270
R22,57.4,48.9,T,90
R23,61.1,20.8,T,0
R24,59.9,48.9,T,90
R25,61.1,14.3,T,180
R26,49.1,13.9,T,180
R27,59.1,13.2,T,270
R28,61.1,12.1,T,0
R29,16,28.1,T,90
R30,18.4,48.9,T,90
R31,20.9,48.9,T,90
R32,26.1,5.1,T,270
R33,23.5,5.1,T,270
R34,52.0978,5.1,T,270
R35,49.5,5.1,T,270
R36,31.4,48.9,T,90
R37,33.9,48.9,T,90
U1,55.6,39.1,T,90
U2,64.4,40.6,T,180
U3,12.3,33.848,T,270
U4,20,33.848,T,0
U5,55.6,33,T,270
U6,61.7,32.5,T,180
U7,64,25.6,T,0
U8,54.3,22.8,T,270
U9,64,21.9,T,0
U10,25.8,13,T,270
U11,54.3,13.2,T,270
U12,64.02,13.2,T,180
USB1,7.8,26.7,T,270
USB2,15,14.2,T,180
X1,18.5,23.5,T,0
