Designator,Mid X,Mid Y,Layer,Rotation
C1,21.1,51.9,T,0
C2,21.1,50,T,0
C3,21.1,48.1,T,0
C4,30,47.8,T,0
C5,20.1,45.6,T,270
C6,34.5,44.9,T,180
C7,26.2,44.6,T,180
C8,34.5,43.4,T,180
C9,20.1,42.4,T,90
C10,34.5,41.9,T,180
C11,21.3,40.2,T,0
C12,42.3,39.8,T,270
C13,21.3,38.1,T,0
C14,54.4,38.1,T,270
C15,52.3,36.4,T,180
C16,38.3,36.1,T,180
C17,21.3,36,T,0
C18,38.3,33.9,T,180
C19,38.3,32.6,T,0
C20,54.4,31.2,T,90
C21,38.3,31.1,T,0
C22,52.3,29,T,180
C23,16.9,28.9,T,0
C24,23.6,24.2,T,270
C25,28.5,24.2,T,270
C26,29.9,23.7,T,270
C27,42.7,22.3,T,90
C28,19.3,18,T,180
C29,19.7,16.7,T,0
C30,42.7,15,T,270
C31,21.8,12,T,90
C32,23.3,11.6,T,90
C33,24.5,11.6,T,90
C34,20,9.3,T,180
C35,29,5.7,T,0
C36,20,5.4,T,180
C37,68,5.1,T,270
C38,69.3,5.1,T,270
C39,29.5,4,T,0
C40,72.9,3.6,T,270
D1,53.7,50.8,T,270
D2,56.3,50.8,T,270
D3,66.4,50.8,T,270
D4,69,50.8,T,270
D5,2.4,43.9,T,180
D6,53.1,41.4,T,0
D7,53.1,40,T,0
D8,37.5,29.8,T,0
D9,37.5,28.4,T,0
D10,37.5,27,T,0
D11,53.1,26.2,T,0
D12,53.1,24.8,T,0
D13,19,23.8,T,270
DC1,7.7,36.76,T,0
F1,40.1,45,T,0
F2,69.8264,43.3,T,0
F3,40.1,42.5,T,0
F4,69.8264,40.1,T,0
F5,69.8264,36.9,T,0
F6,16.9,36.76,T,270
F7,69.8264,33.7,T,0
F8,69.8264,30.5,T,0
F9,21.8,28.9,T,90
F10,69.8264,27.3,T,0
J1,48.6,46.6,T,0
J2,61.3,46.6,T,0
J3,76.1,31.6,T,90
J4,74.1,15.5,T,0
L1,34.2,47.4,T,0
L2,16.9,44,T,90
L3,31.4,23.7,T,270
L4,19.3,19.5,T,0
L5,20,12,T,270
MH1,3.6,50.4,B,0
MH2,10.6,50.4,B,0
MH3,74.4,50.4,T,0
MH4,81.4,50.4,T,0
MH5,3.6,3.6,T,0
MH6,81.4,3.6,T,0
R1,52.4,50.8,T,270
R2,55,50.8,T,270
R3,65.1,50.8,T,270
R4,67.7,50.8,T,270
R5,24.2,49,T,180
R6,24.2,47.8,T,0
R7,5,43.9,T,0
R8,26.2,43.4,T,0
R9,29,42.8,T,180
R10,31.2,42.8,T,180
R11,61.2,42.7,T,90
R12,62.7,41.7,T,90
R13,50.6,41.4,T,180
R14,61.2,40.7,T,90
R15,24.4,40.5,T,180
R16,50.6,40,T,180
R17,61.2,36.4,T,270
R18,62.7,35.4,T,270
R19,61.2,34.4,T,270
R20,36.2,31.9,T,0
R21,61.2,29.9,T,90
R22,35,29.8,T,180
R23,54.4,29.1,T,90
R24,62.7,28.9,T,90
R25,35,28.4,T,180
R26,61.2,27.9,T,90
R27,11.5,27.3,T,180
R28,35,27,T,180
R29,50.6,26.2,T,180
R30,50.6,24.8,T,180
R31,20.3,24.2,T,270
R32,21.5,24.2,T,90
R33,35,23.3,T,270
R34,11.5,23,T,0
R35,35,21.3,T,270
R36,35,16,T,270
R37,35,14,T,270
R38,20,8,T,180
R39,20,6.7,T,180
R40,75.5,3.6,T,90
TP1,23.8,51.9,T,90
TP2,36.8,44.9,T,180
TP3,17.8,11.3,T,270
U1,49.1,50.8,T,90
U2,61.8,50.8,T,90
U3,26.6,50.7,T,180
U4,29.3,50.7,T,180
U5,30,45.3,T,90
U6,22.9,44,T,180
U7,65.5,41.7,T,180
U8,57.7,40.4,T,0
U9,65.5,35.4,T,180
U10,45.4,33.2784,T,270
U11,57.7,28.9,T,0
U12,65.5,28.9,T,0
U13,11.5,25.2,T,270
U14,37.5,22.3,T,180
U15,25.06,18.9,T,0
U16,37.5,15,T,180
U17,42.7,10.2,T,90
U18,24.5,7.6,T,90
U19,42.7,7.5,T,90
U20,42.7,4.8,T,90
U21,42.7,2.1,T,90
USB1,7.8,25.74,T,270
USB2,15,13.4,T,180
USB3,55.1,15.8,T,270
X1,35.2,34.9784,T,270
X2,31.6,18.3,T,90
X3,24.5,2.8,T,0
